"name","rank","industry","headquarters_state","year","headquarters_city","revenue_percent_change","profits_percent_change","total_shareholder_equity","profit_percent_sales","profit_percent_assets","profit_percent_shareholder_equity","stockholders_equity","profit_as_a_percent_of_sales","profit_as_a_percent_of_assets","profit_as_a_percent_of_shareholder_equity","gained_in_rank","dropped_in_rank","newcomer","profitable","founder_is_ceo","foreign_born_ceo","female_ceo","growth_in_jobs","sector","employees","newcomer_to_the_fortune_500","global_500","best_companies","worlds_most_admired_companies","change_the_world","fastest_growing_companies","change_in_rank_full_1000","change_in_rank_500_only","measure_up","measure_up_rank","profit_mil","asset_mil","revenue_mil","market_value_mil"
"Zions Bancorp.",845,"Commercial Banks","UT",2023,"Salt Lake City",12.4,-19.7,,,,,,,,,,,,"yes","no",,"no","yes","Financials",9989,"no","no","no",,,,-4,,,,907,89545,3337,4433
"Frontier Group Holdings",846,"Airlines","CO",2023,"Denver",61.5,,,,,,,,,,,,,"no","no",,"no","yes","Transportation",6450,"no","no","no",,,,,,,,37,4499,3326,2146
"AptarGroup",847,"Packaging, Containers","IL",2023,"Crystal Lake",2.9,-2,,,,,,,,,,,,"yes","no",,"no","yes","Materials",13500,"no","no","no",,,,-51,,,,239,4204,3322,7728
"Coherent",848,"Semiconductors and Other Electronic Components","PA",2023,"Saxonburg",6.8,-21.1,,,,,,,,,,,,"yes","no",,"no","yes","Technology",23658,"no","no","no",,,,-34,,,,235,7845,3317,5292
"Designer Brands",849,"Specialty Retailers: Apparel","OH",2023,"Columbus",3.7,5.3,,,,,,,,,,,,"yes","no",,"no","yes","Retailing",14000,"no","no","no",,,,-46,,,,163,2010,3315,556
"Cooper Cos.",850,"Medical Products and Equipment","CA",2023,"San Ramon",13.2,-86.9,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",14000,"no","no","no",,,,1,,,,386,11492,3308,18465
"Donaldson",851,"Industrial Machinery","MN",2023,"Minneapolis",15.9,16,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",14000,"no","no","no",,,,10,,,,333,2600,3307,7924
"Cheesecake Factory",852,"Food Services","CA",2023,"Calabasas Hills",12.8,-40.4,,,,,,,,,,,,"yes","no",,"no","yes","Hotels, Restaurants & Leisure",47500,"no","no","yes",,,,-4,,,,43,2775,3303,1810
"Granite Construction",853,"Engineering & Construction","CA",2023,"Watsonville",-5.7,725.1,,,,,,,,,,,,"yes","no",,"no","yes","Engineering & Construction",3800,"no","no","no",,,,-104,,,,83,2168,3301,1797
"Werner Enterprises",854,"Trucking, Truck Leasing","NE",2023,"Omaha",20.3,-6.9,,,,,,,,,,,,"yes","no",,"no","yes","Transportation",14300,"no","no","no",,,,38,,,,241,3097,3290,2877
"Entegris",855,"Semiconductors and Other Electronic Components","MA",2023,"Billerica",42.8,-48.9,,,,,,,,,,,,"yes","no",,"no","yes","Technology",10000,"no","no","no",,,,104,,,,209,10139,3282,12276
"TEGNA",856,"Entertainment","VA",2023,"Tysons",9.6,32.2,,,,,,,,,,,,"yes","no",,"no","yes","Media",6300,"no","no","no",,,,-24,,,,631,7329,3279,3780
"Annaly Capital Management",857,"Diversified Financials","NY",2023,"New York",15.3,-27.8,,,,,,,,,,,,"yes","no",,"no","no","Financials",161,"no","no","no",,,,10,,,,1725,81851,3270,9438
"Cracker Barrel Old Country Store",858,"Food Services","TN",2023,"Lebanon",15.8,-48.2,,,,,,,,,,,,"yes","no",,"yes","yes","Hotels, Restaurants & Leisure",73000,"no","no","no",,,,13,,,,132,2295,3268,2516
"QuidelOrtho",859,"Medical Products and Equipment","CA",2023,"San Diego",92.3,-22.1,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",7000,"no","no","no",,,,,,,,549,8856,3266,5925
"Western Midstream Partners",860,"Pipelines","TX",2023,"The Woodlands",13,32.8,,,,,,,,,,,,"yes","no",,"no","yes","Energy",1217,"no","no","no",,,,-2,,,,1217,11272,3252,10150
"Magellan Midstream Partners",861,"Pipelines","OK",2023,"Tulsa",13.3,5.5,,,,,,,,,,,,"yes","no",,"no","no","Energy",1655,"no","no","no",,,,-2,,,,1036,7708,3252,11031
"WeWork",862,"Real Estate","NY",2023,"New York",26.3,,,,,,,,,,,,,"no","no",,"no","no","Financials",4300,"no","no","no",,,,52,,,,2034,17863,3245,568
"NexTier Oilfield Solutions",863,"Oil and Gas Equipment, Services","TX",2023,"Houston",128,,,,,,,,,,,,,"yes","no",,"no","yes","Energy",4302,"no","no","no",,,,,,,,315,1727,3245,1858
"Callon Petroleum",864,"Mining, Crude-Oil Production","TX",2023,"Houston",58,231.3,,,,,,,,,,,,"yes","no",,"no","yes","Energy",354,"no","no","no",,,,,,,,1210,6146,3231,2061
"G-III Apparel Group",865,"Apparel","NY",2023,"New York",16.6,-166.3,,,,,,,,,,,,"no","no",,"no","yes","Apparel",4150,"no","no","no",,,,20,,,,133,2712,3227,723
"Quad/Graphics",866,"Publishing, Printing","WI",2023,"Sussex",8.7,-75.4,,,,,,,,,,,,"yes","no",,"no","yes","Media",15300,"no","no","no",,,,-24,,,,9,1702,3217,229
"Carter's",867,"Apparel","GA",2023,"Atlanta",-7.9,-26.4,,,,,,,,,,,,"yes","no",,"no","no","Apparel",15500,"no","no","no",,,,-113,,,,250,2440,3213,2708
"Coinbase Global",868,"Securities","DE",2023,"Wilmington",-59.3,-172.4,,,,,,,,,,,,"no","yes",,"no","yes","Financials",4510,"no","no","no",,,,-431,,,,2625,89725,3194,15641
"Match Group",869,"Internet Services and Retailing","TX",2023,"Dallas",6.9,30.3,,,,,,,,,,,,"yes","no",,"no","yes","Technology",2710,"no","no","no",,,,-33,,,,362,4183,3189,10723
"Vontier",870,"Electronics, Electrical Equipment","NC",2023,"Raleigh",6.5,-2.8,,,,,,,,,,,,"yes","no",,"no","no","Technology",8100,"no","no","no",,,,-37,,,,401,4343,3184,4244
"IDEX",871,"Industrial Machinery","IL",2023,"Northbrook",15.1,30.6,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",8868,"no","no","no",,,,16,,,,587,5512,3182,17447
"Teradyne",872,"Semiconductors and Other Electronic Components","MA",2023,"North Reading",-14.8,-29.5,,,,,,,,,,,,"yes","no",,"no","yes","Technology",6500,"no","no","no",,,,-146,,,,716,3501,3155,16745
"Deckers Outdoor",873,"Apparel","CA",2023,"Goleta",23.8,18.1,,,,,,,,,,,,"yes","no",,"no","yes","Apparel",4000,"no","no","no",,,,45,,,,452,2332,3150,11850
"Alight",874,"Diversified Outsourcing Services","IL",2023,"Lincolnshire",7.4,,,,,,,,,,,,,"no","no",,"no","yes","Business Services",18000,"no","no","no",,,,-21,,,,62,11235,3132,5132
"Roku",875,"Entertainment","CA",2023,"San Jose",13.1,-305.5,,,,,,,,,,,,"no","yes",,"no","yes","Media",3600,"no","no","no",,,,14,,,,498,4413,3127,9222
"PC Connection",876,"Wholesalers: Electronics and Office Equipment","NH",2023,"Merrimack",8,27.6,,,,,,,,,,,,"yes","no",,"no","yes","Wholesalers",2685,"no","no","no",,,,-21,,,,89,1100,3125,1183
"Rackspace Technology",877,"Internet Services and Retailing","TX",2023,"San Antonio",3.7,,,,,,,,,,,,,"no","no",,"no","yes","Technology",6800,"no","no","no",,,,-49,,,,805,5457,3122,400
"Boston Properties",878,"Real Estate","MA",2023,"Boston",7.6,68,,,,,,,,,,,,"yes","no",,"no","yes","Financials",780,"no","no","no",,,,-21,,,,849,24208,3109,8487
"AMC Networks",879,"Entertainment","NY",2023,"New York",0.6,-97,,,,,,,,,,,,"yes","no",,"yes","yes","Media",1948,"no","no","no",,,,-62,,,,8,5634,3097,756
"Five Below",880,"Specialty Retailers: Other","PA",2023,"Philadelphia",8,-6.2,,,,,,,,,,,,"yes","no",,"no","yes","Retailing",14200,"no","no","no",,,,-16,,,,262,3325,3076,11463
"Stewart Information Services",881,"Insurance: Property and Casualty (Stock)","TX",2023,"Houston",-7.2,-49.8,,,,,,,,,,,,"yes","no",,"no","no","Financials",7100,"no","no","no",,,,-97,,,,162,2738,3069,1097
"Matador Resources",882,"Mining, Crude-Oil Production","TX",2023,"Dallas",83.9,107.6,,,,,,,,,,,,"yes","yes",,"no","yes","Energy",360,"no","no","no",,,,,,,,1214,5555,3058,5674
"Crescent Energy",883,"Mining, Crude-Oil Production","TX",2023,"Houston",107,,,,,,,,,,,,,"yes","no",,"no","yes","Energy",870,"no","no","no",,,,,,,,97,6020,3057,1888
"Energizer Holdings",884,"Household and Personal Products","MO",2023,"St. Louis",0.9,-243.9,,,,,,,,,,,,"no","no",,"no","no","Household Products",5500,"no","no","no",,,,-58,,,,232,4572,3050,2479
"Vista Outdoor",885,"Miscellaneous","MN",2023,"Anoka",36.8,77.9,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",6900,"no","no","no",,,,90,,,,473,2396,3045,1568
"Moog",886,"Aerospace & Defense","NY",2023,"East Aurora",6.4,-1.3,,,,,,,,,,,,"yes","no",,"no","no","Aerospace & Defense",14000,"no","no","no",,,,-24,,,,155,3432,3036,3203
"Verisk Analytics",887,"Financial Data Services","NJ",2023,"Jersey City",1.2,43.2,,,,,,,,,,,,"yes","no",,"no","no","Business Services",7000,"no","no","no",,,,-58,,,,954,6961,3034,29680
"FTI Consulting",888,"Diversified Outsourcing Services","DC",2023,"Washington",9.1,0.2,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",7635,"no","no","no",,,,-6,,,,236,3241,3029,6695
"Ensign Group",889,"Health Care: Medical Facilities","CA",2023,"San Juan Capistrano",15.1,15.4,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",29900,"no","no","no",,,,15,,,,225,3452,3026,5338
"Encore Wire",890,"Electronics, Electrical Equipment","TX",2023,"McKinney",16.4,32.6,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",1672,"no","no","no",,,,20,,,,718,2019,3018,3329
"Western Alliance Bancorp.",891,"Commercial Banks","AZ",2023,"Phoenix",46.2,17.6,,,,,,,,,,,,"yes","no",,"no","yes","Financials",3365,"no","no","no",,,,,,,,1057,67734,3016,3896
"Griffon",892,"Building Materials, Glass","NY",2023,"New York",18.4,-341.8,,,,,,,,,,,,"no","no",,"no","no","Materials",6200,"no","no","no",,,,27,,,,192,2817,3010,1831
"MYR Group",893,"Engineering & Construction","CO",2023,"Thornton",20.4,-1.9,,,,,,,,,,,,"yes","no",,"no","yes","Engineering & Construction",8500,"no","no","no",,,,29,,,,83,1399,3009,2100
"SkyWest",894,"Airlines","UT",2023,"St. George",10.7,-34.8,,,,,,,,,,,,"yes","no",,"no","no","Transportation",12717,"no","no","no",,,,,,,,73,7415,3005,1082
"ITT",895,"Industrial Machinery","CT",2023,"Stamford",8.1,16,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",10300,"no","no","no",,,,-9,,,,367,3780,2988,7146
"Greenbrier",896,"Transportation Equipment","OR",2023,"Lake Oswego",70.4,44.4,,,,,,,,,,,,"yes","no",,"yes","yes","Transportation",14400,"no","no","no",,,,,,,,47,3852,2978,1055
"Waters",897,"Scientific, Photographic and Control Equipment","MA",2023,"Milford",6.7,2.2,,,,,,,,,,,,"yes","no",,"no","yes","Technology",8200,"no","no","no",,,,-20,,,,708,3282,2972,18251
"AdaptHealth",898,"Wholesalers: Health Care","PA",2023,"Plymouth Meeting",20.5,-55.6,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",10900,"no","no","no",,,,28,,,,69,5220,2971,1684
"Sun Communities",899,"Real Estate","MI",2023,"Southfield",30.7,-36.3,,,,,,,,,,,,"yes","no",,"no","yes","Financials",7397,"no","no","no",,,,65,,,,242,17084,2970,17531
"Caleres",900,"Specialty Retailers: Apparel","MO",2023,"St. Louis",6.9,32.6,,,,,,,,,,,,"yes","no",,"no","yes","Retailing",7300,"no","no","no",,,,-19,,,,182,1837,2968,771
"Gannett",901,"Publishing, Printing","VA",2023,"McLean",-8.2,,,,,,,,,,,,,"no","no",,"no","no","Media",14200,"no","no","no",,,,-100,,,,78,2394,2945,273
"Hillenbrand",902,"Industrial Machinery","IN",2023,"Batesville",2.7,-16.4,,,,,,,,,,,,"yes","no",,"yes","yes","Industrials",11000,"no","no","no",,,,-42,,,,209,3868,2941,3298
"Hovnanian Enterprises",903,"Homebuilders","NJ",2023,"Matawan",5,-62.9,,,,,,,,,,,,"yes","no",,"no","yes","Engineering & Construction",1866,"no","no","no",,,,-24,,,,226,2562,2922,407
"Americold Realty Trust",904,"Real Estate","GA",2023,"Atlanta",7.4,,,,,,,,,,,,,"no","no",,"no","no","Financials",15329,"no","no","no",,,,-11,,,,19,8105,2915,7684
"DexCom",905,"Medical Products and Equipment","CA",2023,"San Diego",18.8,120.6,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",7550,"no","no","no",,,,24,,,,341,5392,2910,44894
"New Jersey Resources",906,"Utilities: Gas and Electric","NJ",2023,"Wall",34.7,133.2,,,,,,,,,,,,"yes","no",,"no","yes","Energy",1288,"no","no","no",,,,83,,,,275,6261,2906,5154
"V2X",907,"Aerospace & Defense","VA",2023,"McLean",62.1,-131.3,,,,,,,,,,,,"no","no",,"no","yes","Aerospace & Defense",15400,"no","no","no",,,,,,,,14,3233,2891,1232
"West Pharmaceutical Services",908,"Medical Products and Equipment","PA",2023,"Exton",2,-11.5,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",10700,"no","no","no",,,,-39,,,,586,3617,2887,25732
"Benchmark Electronics",909,"Semiconductors and Other Electronic Components","AZ",2023,"Tempe",28,90.7,,,,,,,,,,,,"yes","no",,"no","yes","Technology",11873,"no","no","no",,,,59,,,,68,2227,2886,834
"Light & Wonder",910,"Hotels, Casinos, Resorts","NV",2023,"Las Vegas",-12.9,890.6,,,,,,,,,,,,"yes","no",,"no","yes","Hotels, Restaurants & Leisure",6100,"no","no","no",,,,-128,,,,3675,6009,2883,5465
"Vertex Energy",911,"Petroleum Refining","TX",2023,"Houston",981.6,,,,,,,,,,,,,"no","yes",,"no","yes","Energy",497,"no","no","no",,,,,,,,5,689,2877,748
"Federated Mutual Insurance",912,"Insurance: Property and Casualty (Mutual)","MN",2023,"Owatonna",9.4,27.5,,,,,,,,,,,,"yes","no",,"no","yes","Financials",2786,"no","no","no",,,,-5,,,,408,11218,2858,
"Brookdale Senior Living",913,"Health Care: Medical Facilities","TN",2023,"Brentwood",2.4,,,,,,,,,,,,,"no","no",,"yes","yes","Health Care",30600,"no","no","no",,,,-22,,,,238,5937,2825,552
"AppLovin",914,"Computer Software","CA",2023,"Palo Alto",0.9,-643.8,,,,,,,,,,,,"no","yes",,"no","yes","Technology",1691,"no","no","no",,,,-38,,,,193,5848,2817,5928
"Cross Country Healthcare",915,"Health Care: Pharmacy and Other Services","FL",2023,"Boca Raton",67.4,42.8,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",2700,"no","no","no",,,,,,,,189,948,2807,822
"Atlassian",916,"Computer Software","CA",2023,"San Francisco",34.2,,,,,,,,,,,,,"no","yes",,"no","yes","Technology",8813,"no","no","yes",,,,,,,,614,3361,2803,43869
"Pinterest",917,"Internet Services and Retailing","CA",2023,"San Francisco",8.7,-130.4,,,,,,,,,,,,"no","no",,"no","yes","Technology",3987,"no","no","no",,,,-4,,,,96,3863,2803,18649
"Bio-Rad Laboratories",918,"Scientific, Photographic and Control Equipment","CA",2023,"Hercules",-4.1,-185.3,,,,,,,,,,,,"no","no",,"no","yes","Technology",8200,"no","no","no",,,,-68,,,,3628,13502,2802,14101
"Gen Digital",919,"Computer Software","AZ",2023,"Tempe",9.6,50.9,,,,,,,,,,,,"yes","no",,"no","no","Technology",2700,"no","no","no",,,,-2,,,,836,6943,2796,10968
"Saia",920,"Trucking, Truck Leasing","GA",2023,"Johns Creek",22,41.1,,,,,,,,,,,,"yes","no",,"no","yes","Transportation",12300,"no","no","no",,,,41,,,,357,2175,2792,7218
"Teleflex",921,"Medical Products and Equipment","PA",2023,"Wayne",-0.7,-25.2,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",15500,"no","no","no",,,,-48,,,,363,6928,2791,11897
"Genesis Energy",922,"Pipelines","TX",2023,"Houston",31.2,,,,,,,,,,,,,"yes","no",,"no","yes","Energy",2099,"no","no","no",,,,72,,,,76,6366,2789,1380
"Viasat",923,"Network and Other Communications Equipment","CA",2023,"Carlsbad",23.6,-520.9,,,,,,,,,,,,"no","yes",,"no","yes","Technology",7000,"no","no","no",,,,44,,,,16,6389,2788,2585
"Kirby",924,"Shipping","TX",2023,"Houston",24,,,,,,,,,,,,,"yes","no",,"no","yes","Transportation",5200,"no","no","no",,,,47,,,,122,5555,2785,4183
"Evercore",925,"Securities","NY",2023,"New York",-16,-35.6,,,,,,,,,,,,"yes","no",,"no","yes","Financials",2109,"no","no","no",,,,-142,,,,477,3621,2779,4454
"Century Aluminum",926,"Metals","IL",2023,"Chicago",25.5,,,,,,,,,,,,,"no","no",,"no","no","Materials",1956,"no","no","no",,,,53,,,,14,1472,2777,923
"BrightView Holdings",927,"Diversified Outsourcing Services","PA",2023,"Blue Bell",8.7,-69.8,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",21700,"no","no","no",,,,-11,,,,14,3306,2775,526
"Stepan",928,"Chemicals","IL",2023,"Northbrook",18.2,6.8,,,,,,,,,,,,"yes","no",,"no","yes","Chemicals",2453,"no","no","no",,,,21,,,,147,2433,2773,2298
"Steelcase",929,"Home Equipment, Furnishings","MI",2023,"Grand Rapids",6.8,-84.7,,,,,,,,,,,,"yes","no",,"yes","yes","Household Products",12250,"no","no","no",,,,-20,,,,4,2261,2773,951
"Advanced Drainage Systems",930,"Building Materials, Glass","OH",2023,"Hilliard",39.7,21,,,,,,,,,,,,"yes","no",,"no","yes","Materials",5635,"no","no","no",,,,,,,,271,2650,2769,6841
"Allison Transmission Holdings",931,"Motor Vehicles & Parts","IN",2023,"Indianapolis",15.3,20.1,,,,,,,,,,,,"yes","no",,"no","yes","Motor Vehicles & Parts",3500,"no","no","no",,,,9,,,,531,4671,2769,4172
"NewMarket",932,"Chemicals","VA",2023,"Richmond",17.3,46.4,,,,,,,,,,,,"yes","no",,"no","no","Chemicals",2058,"no","no","no",,,,15,,,,280,2407,2765,3535
"Pure Storage",933,"Computers, Office Equipment","CA",2023,"Mountain View",26.3,,,,,,,,,,,,,"yes","no",,"no","yes","Technology",5100,"no","no","no",,,,51,,,,73,3544,2753,7719
"Cano Health",934,"Health Care: Medical Facilities","FL",2023,"Miami",70.2,,,,,,,,,,,,,"no","yes",,"no","yes","Health Care",4365,"no","no","no",,,,,,,,207,1929,2739,481
"Herc Holdings",935,"Equipment Leasing","FL",2023,"Bonita Springs",32.1,47.2,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",6600,"no","no","no",,,,,,,,330,5957,2739,3328
"Equity Residential",936,"Real Estate","IL",2023,"Chicago",11,-41.7,,,,,,,,,,,,"yes","no",,"no","no","Financials",2400,"no","no","no",,,,-8,,,,777,20218,2735,22716
"Toast",937,"Financial Data Services","MA",2023,"Boston",60.2,,,,,,,,,,,,,"no","no",,"no","yes","Business Services",4500,"no","no","no",,,,,,,,275,1761,2731,9351
"FirstCash Holdings",938,"Specialty Retailers: Other","TX",2023,"Fort Worth",60.6,102.9,,,,,,,,,,,,"yes","no",,"no","yes","Retailing",18000,"no","no","no",,,,,,,,254,3905,2729,4415
"Webster Financial",939,"Commercial Banks","CT",2023,"Stamford",115.2,57.6,,,,,,,,,,,,"yes","no",,"no","yes","Financials",4406,"no","no","no",,,,,,,,644,71278,2726,6885
"Primerica",940,"Insurance: Life, Health (Stock)","GA",2023,"Duluth",0.4,-0.1,,,,,,,,,,,,"yes","no",,"no","no","Financials",2942,"no","no","no",,,,-45,,,,373,15349,2720,6312
"Agilon health",941,"Health Care: Pharmacy and Other Services","TX",2023,"Austin",47.2,,,,,,,,,,,,,"no","no",,"no","yes","Health Care",747,"no","no","no",,,,,,,,107,1698,2709,9812
"California Resources",942,"Mining, Crude-Oil Production","CA",2023,"Long Beach",43.3,-14.4,,,,,,,,,,,,"yes","no",,"no","yes","Energy",1060,"no","no","no",,,,,,,,524,3967,2707,2737
"Newmark Group",943,"Real Estate","NY",2023,"New York",-6.9,-88.9,,,,,,,,,,,,"yes","no",,"no","yes","Financials",6269,"no","no","no",,,,-89,,,,83,3941,2706,1230
"Stericycle",944,"Waste Management","IL",2023,"Bannockburn",2.2,,,,,,,,,,,,,"yes","no",,"yes","no","Business Services",15360,"no","no","no",,,,-42,,,,56,5334,2705,4031
"F5",945,"Network and Other Communications Equipment","WA",2023,"Seattle",3.6,-2.7,,,,,,,,,,,,"yes","no",,"no","yes","Technology",7054,"no","no","no",,,,-37,,,,322,5276,2696,8023
"Rollins",946,"Diversified Outsourcing Services","GA",2023,"Atlanta",11.2,3.4,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",17515,"no","no","no",,,,-16,,,,369,2122,2696,18493
"Stagwell",947,"Advertising, Marketing","NY",2023,"New York",82.9,29.6,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",11100,"no","no","no",,,,,,,,27,3993,2688,2171
"Guess",948,"Specialty Retailers: Apparel","CA",2023,"Los Angeles",3.7,-12.7,,,,,,,,,,,,"yes","no",,"no","no","Retailing",12500,"no","no","no",,,,-37,,,,150,2425,2687,1067
"Wolverine World Wide",949,"Apparel","MI",2023,"Rockford",11.2,-374.5,,,,,,,,,,,,"no","no",,"no","no","Apparel",4300,"no","no","no",,,,-15,,,,188,2493,2685,1354
"Installed Building Products",950,"Homebuilders","OH",2023,"Columbus",35.6,88.1,,,,,,,,,,,,"yes","no",,"no","yes","Engineering & Construction",10300,"no","no","no",,,,,,,,223,1779,2670,3228
"Patterson-UTI Energy",951,"Oil and Gas Equipment, Services","TX",2023,"Houston",90.9,,,,,,,,,,,,,"yes","no",,"no","yes","Energy",6500,"no","no","no",,,,,,,,155,3144,2648,2500
"Portland General Electric",952,"Utilities: Gas and Electric","OR",2023,"Portland",10.5,-4.5,,,,,,,,,,,,"yes","no",,"yes","yes","Energy",2873,"no","no","no",,,,-10,,,,233,10459,2647,4373
"Korn Ferry",953,"Diversified Outsourcing Services","CA",2023,"Los Angeles",45.2,185.1,,,,,,,,,,,,"yes","no",,"no","yes","Business Services",10779,"no","no","no",,,,,,,,326,3465,2644,2712
"Hawaiian Holdings",954,"Airlines","HI",2023,"Honolulu",65.4,,,,,,,,,,,,,"no","no",,"no","yes","Transportation",7108,"no","no","no",,,,,,,,240,4140,2641,471
"SBA Communications",955,"Real Estate","FL",2023,"Boca Raton",14.1,94.2,,,,,,,,,,,,"yes","no",,"no","yes","Financials",1834,"no","no","no",,,,2,,,,461,10585,2634,28206
"Kontoor Brands",956,"Apparel","NC",2023,"Greensboro",6.3,25.6,,,,,,,,,,,,"yes","no",,"no","yes","Apparel",14400,"no","no","no",,,,-33,,,,246,1582,2631,2687
"East West Bancorp",957,"Commercial Banks","CA",2023,"Pasadena",37.6,29.2,,,,,,,,,,,,"yes","no",,"no","yes","Financials",3155,"no","no","no",,,,,,,,1128,64112,2620,7826
"First Solar",958,"Energy","AZ",2023,"Tempe",-10.4,-109.4,,,,,,,,,,,,"no","no",,"no","yes","Energy",5500,"no","no","no",,,,-109,,,,44,8251,2619,23234
"Belden",959,"Electronics, Electrical Equipment","MO",2023,"St. Louis",8.7,298.4,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",8000,"no","no","no",,,,-20,,,,255,3162,2619,3722
"Playtika Holding",960,"Entertainment","NV",2023,"Henderson",1.3,-10.8,,,,,,,,,,,,"yes","yes",,"no","no","Media",3800,"no","no","no",,,,-48,,,,275,2698,2616,4113
"Chefs' Warehouse",961,"Wholesalers: Food and Grocery","CT",2023,"Ridgefield",49.7,,,,,,,,,,,,,"yes","yes",,"no","yes","Wholesalers",4124,"no","no","no",,,,,,,,28,1509,2613,1347
"Acadia Healthcare",962,"Health Care: Medical Facilities","TN",2023,"Franklin",9.8,43.3,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",20000,"no","no","no",,,,-18,,,,273,4988,2610,6598
"Amica Mutual Insurance",963,"Insurance: Property and Casualty (Mutual)","RI",2023,"Lincoln",-6.3,-250.4,,,,,,,,,,,,"no","no",,"no","yes","Financials",3545,"no","no","no",,,,-83,,,,176,6487,2602,
"VICI Properties",964,"Real Estate","NY",2023,"New York",72.3,10.2,,,,,,,,,,,,"yes","no",,"no","no","Financials",23,"no","no","no",,,,,,,,1118,37576,2601,32757
"PennyMac Financial Services",965,"Diversified Financials","CA",2023,"Westlake Village",-41.6,-52.6,,,,,,,,,,,,"yes","no",,"no","no","Financials",4135,"no","no","no",,,,-310,,,,476,16823,2599,2983
"PROG Holdings",966,"Diversified Financials","UT",2023,"Draper",-3,-59.5,,,,,,,,,,,,"yes","no",,"no","no","Financials",1692,"no","no","no",,,,-67,,,,99,1492,2598,1126
"ESAB",967,"Industrial Machinery","MD",2023,"North Bethesda",,,,,,,,,,,,,,"yes","no",,"no",,"Industrials",9000,"no","no","no",,,,,,,,224,3754,2594,3557
"AvalonBay Communities",968,"Real Estate","VA",2023,"Arlington",13,13.2,,,,,,,,,,,,"yes","no",,"no","yes","Financials",2903,"no","no","no",,,,-8,,,,1137,20458,2593,23515
"Nordson",969,"Industrial Machinery","OH",2023,"Westlake",9.7,12.9,,,,,,,,,,,,"yes","no",,"no","yes","Industrials",7331,"no","no","no",,,,-23,,,,513,3820,2590,12709
"Envista Holdings",970,"Medical Products and Equipment","CA",2023,"Brea",-11.7,-28.6,,,,,,,,,,,,"yes","no",,"no","yes","Health Care",12700,"no","no","no",,,,-118,,,,243,6587,2581,6673
"ONE Gas",971,"Utilities: Gas and Electric","OK",2023,"Tulsa",42.5,7.4,,,,,,,,,,,,"yes","no",,"no","yes","Energy",3800,"no","no","no",,,,,,,,222,7776,2578,4547
"Etsy",972,"Internet Services and Retailing","NY",2023,"Brooklyn",10.2,-240.7,,,,,,,,,,,,"no","no",,"no","yes","Technology",2790,"no","no","no",,,,-19,,,,694,2635,2566,13877
"Ashland",973,"Chemicals","DE",2023,"Wilmington",3.2,321.4,,,,,,,,,,,,"yes","no",,"no","no","Chemicals",3900,"no","no","no",,,,26,,,,927,6213,2562,5574
"Olympic Steel",974,"Metals","OH",2023,"Highland Hills",10.7,-24.9,,,,,,,,,,,,"yes","no",,"no","yes","Materials",1668,"no","no","no",,,,-19,,,,91,892,2560,581
"Curtiss-Wright",975,"Aerospace & Defense","NC",2023,"Davidson",2,10.2,,,,,,,,,,,,"yes","no",,"yes","yes","Aerospace & Defense",8100,"no","no","no",,,,-54,,,,294,4450,2557,6752
"Black Hills",976,"Utilities: Gas and Electric","SD",2023,"Rapid City",30.9,9.1,,,,,,,,,,,,"yes","no",,"no","yes","Energy",2982,"no","no","no",,,,,,,,258,9618,2552,4182
"Element Solutions",977,"Chemicals","FL",2023,"Fort Lauderdale",6.2,-7.9,,,,,,,,,,,,"yes","no",,"no","no","Chemicals",5300,"no","no","no",,,,-36,,,,187,4904,2549,4661
"Surgery Partners",978,"Health Care: Medical Facilities","TN",2023,"Brentwood",14.1,,,,,,,,,,,,,"no","no",,"no","yes","Health Care",10650,"no","no","no",,,,-2,,,,55,6682,2539,4344
"Sabre",979,"Internet Services and Retailing","TX",2023,"Southlake",50.2,,,,,,,,,,,,,"no","no",,"no","no","Retailing",7461,"no","no","no",,,,,,,,435,4963,2537,1410
"Bruker",980,"Scientific, Photographic and Control Equipment","MA",2023,"Billerica",4.7,7,,,,,,,,,,,,"yes","no",,"no","yes","Technology",8525,"no","no","no",,,,-48,,,,297,3612,2531,11568
